0.004193	0.006507	0.013017
0.004878	0.006047	0.048663
0.008556	0.002883	0.186086
0.020893	0.005551	0.385130
0.043137	0.030063	0.570210
0.000044	0.037663	0.759133
0.000000	0.069993	0.862611
0.000000	0.084276	0.903211
0.000000	0.133060	0.943489
0.000407	0.050354	0.016872
0.000000	0.058671	0.050635
0.004030	0.061109	0.201241
0.003676	0.068138	0.426985
0.000000	0.077924	0.641818
0.000000	0.092253	0.774067
0.000000	0.094798	0.830593
0.000000	0.127306	0.890393
0.000000	0.242063	0.978123
0.000000	0.239159	0.018956
0.042981	0.222311	0.121220
0.013178	0.258382	0.215266
0.000789	0.258066	0.404311
0.000000	0.249218	0.599072
0.000000	0.225064	0.702838
0.000000	0.198550	0.759874
0.000000	0.270130	0.885092
0.000000	0.338334	0.949821
0.051990	0.410969	0.131942
0.029043	0.445978	0.155721
0.003777	0.449204	0.269872
0.000035	0.444878	0.372710
0.000000	0.412867	0.509778
0.000000	0.345762	0.576309
0.000000	0.395810	0.741579
0.000000	0.418289	0.839279
0.000000	0.467453	0.918930
0.016468	0.623102	0.145135
0.004579	0.621897	0.155597
0.000195	0.595002	0.239631
0.000000	0.560782	0.347798
0.000000	0.497801	0.424287
0.000000	0.537710	0.568857
0.000000	0.544502	0.697679
0.000000	0.592006	0.840913
0.000000	0.620858	0.929337
0.002921	0.748005	0.156072
0.000940	0.724847	0.165006
0.000000	0.678698	0.203963
0.024048	0.656965	0.413331
0.019852	0.726281	0.584374
0.001309	0.759771	0.674026
0.022604	0.759362	0.752559
0.086665	0.769378	0.832396
0.010558	0.789931	0.931254
0.124369	0.874656	0.348734
0.032369	0.834104	0.276780
0.107807	0.802083	0.397349
0.083775	0.869159	0.532130
0.070029	0.882099	0.643651
0.222187	0.870557	0.771735
0.286830	0.884351	0.819539
0.174246	0.903745	0.882739
0.067925	0.898933	0.932890
0.115217	0.938524	0.371185
0.207057	0.900598	0.434955
0.221866	0.936413	0.523093
0.274532	0.915120	0.627187
0.444946	0.915956	0.790531
0.429955	0.932835	0.848247
0.355630	0.943845	0.875471
0.218363	0.958419	0.894015
0.070523	0.936774	0.907502
0.284491	0.940794	0.491550
0.313600	0.971129	0.544198
0.335062	0.966601	0.606490
0.522431	0.937624	0.765059
0.514595	0.957293	0.828053
0.456529	0.965070	0.861737
0.306425	0.977954	0.874028
0.119044	0.974389	0.876675
0.174427	0.915093	0.837200
0.050271	0.006629	0.012926
0.050473	0.004011	0.039881
0.053185	0.001983	0.165386
0.075779	0.002185	0.375011
0.056565	0.006319	0.576149
0.013768	0.020324	0.703637
0.000006	0.035527	0.786679
0.000000	0.049608	0.806820
0.000000	0.112441	0.914654
0.037871	0.034030	0.014471
0.040112	0.039938	0.039902
0.055419	0.042139	0.169794
0.047286	0.041200	0.357231
0.035387	0.042858	0.536504
0.010069	0.046320	0.633617
0.012304	0.061867	0.745093
0.000006	0.130391	0.888372
0.000089	0.214550	0.960397
0.037995	0.221155	0.007656
0.051257	0.229948	0.052689
0.018065	0.242135	0.199925
0.008326	0.233775	0.348197
0.000489	0.195411	0.500814
0.007135	0.185596	0.617259
0.007297	0.247526	0.797118
0.010329	0.305635	0.898995
0.031054	0.378630	0.958439
0.110094	0.473253	0.098799
0.071839	0.477835	0.096399
0.016350	0.475992	0.201437
0.000084	0.424919	0.331037
0.013459	0.389232	0.429263
0.024908	0.440071	0.632939
0.065368	0.458729	0.771646
0.119925	0.503459	0.881100
0.136312	0.550621	0.930178
0.118413	0.672922	0.131583
0.064591	0.670620	0.115058
0.012959	0.630540	0.182938
0.033853	0.543128	0.323547
0.042820	0.588736	0.496397
0.061428	0.611916	0.584265
0.110240	0.642886	0.728955
0.119360	0.667751	0.859314
0.070055	0.674604	0.935810
0.103529	0.789004	0.143347
0.036844	0.764120	0.102508
0.083244	0.660294	0.211546
0.076789	0.706100	0.353653
0.042890	0.715821	0.484195
0.078853	0.733143	0.635349
0.087148	0.773134	0.728062
0.055690	0.767693	0.818806
0.025502	0.742889	0.880594
0.052763	0.847954	0.109556
0.130675	0.739550	0.188542
0.171444	0.779940	0.297513
0.129567	0.792457	0.380684
0.118776	0.822790	0.520659
0.133747	0.842419	0.659304
0.079266	0.839195	0.740412
0.043094	0.827948	0.778411
0.000133	0.784565	0.814991
0.209210	0.866705	0.303198
0.244596	0.925456	0.359940
0.181870	0.948210	0.383738
0.237491	0.927590	0.518545
0.319679	0.914456	0.671491
0.208992	0.942437	0.735070
0.128804	0.934433	0.791994
0.010171	0.901986	0.811729
0.153077	0.887285	0.836828
0.333467	0.987653	0.435454
0.340058	0.988683	0.458845
0.467357	0.979185	0.603652
0.523404	0.971859	0.711732
0.427595	0.984980	0.738498
0.304885	0.989152	0.772129
0.126238	0.975411	0.772421
0.240750	0.945574	0.839454
0.300685	0.969072	0.921621
0.263795	0.000000	0.003012
0.287911	0.000001	0.036357
0.309182	0.000107	0.193867
0.308055	0.000039	0.403233
0.299938	0.000003	0.598053
0.250318	0.000306	0.695897
0.209210	0.014175	0.746888
0.196632	0.078623	0.879660
0.161723	0.159081	0.946941
0.253637	0.032813	0.003264
0.274206	0.039432	0.038911
0.279061	0.037368	0.176388
0.273889	0.030180	0.361235
0.250112	0.023210	0.522239
0.209503	0.024994	0.588948
0.207288	0.055881	0.747044
0.172874	0.103780	0.850946
0.156892	0.184192	0.932655
0.228988	0.208107	0.000780
0.231842	0.205311	0.013360
0.212592	0.194407	0.144409
0.210635	0.176926	0.287006
0.188218	0.143008	0.401426
0.181469	0.160696	0.583647
0.156628	0.184399	0.719251
0.131136	0.235800	0.846131
0.100365	0.303942	0.931932
0.203767	0.401719	0.001543
0.192072	0.382112	0.009415
0.146836	0.347826	0.102679
0.185657	0.350970	0.257951
0.200502	0.429518	0.419431
0.195106	0.450568	0.588427
0.212980	0.456961	0.726459
0.237031	0.490450	0.844776
0.189955	0.522748	0.945238
0.214317	0.637717	0.031954
0.154786	0.592569	0.012332
0.211694	0.548757	0.152598
0.218000	0.625910	0.317267
0.210829	0.643133	0.490435
0.296664	0.664867	0.620656
0.327830	0.696177	0.726608
0.264408	0.693746	0.854533
0.208261	0.685663	0.930168
0.182557	0.770657	0.039528
0.249974	0.710428	0.137276
0.265921	0.773196	0.227453
0.308667	0.769712	0.388665
0.421300	0.774888	0.610480
0.399549	0.808048	0.697975
0.330923	0.812543	0.767639
0.248776	0.815691	0.833753
0.159436	0.772029	0.880776
0.301028	0.808232	0.203881
0.307548	0.866966	0.218081
0.331642	0.868988	0.308162
0.475055	0.852925	0.521905
0.458071	0.883706	0.622809
0.411156	0.884583	0.702018
0.304998	0.877742	0.758176
0.182251	0.857872	0.797417
0.257668	0.783672	0.749895
0.389271	0.903081	0.309938
0.378648	0.915787	0.310664
0.479247	0.900833	0.452488
0.493370	0.925629	0.536704
0.446239	0.933919	0.594777
0.366273	0.926168	0.639628
0.217553	0.906152	0.664681
0.327837	0.807490	0.731546
0.396965	0.854590	0.804706
0.462313	0.916320	0.409578
0.482585	0.938828	0.436806
0.532500	0.947851	0.520365
0.475413	0.960713	0.531838
0.405224	0.959511	0.560045
0.231172	0.940984	0.538224
0.440310	0.882312	0.785999
0.453462	0.931437	0.870846
0.370945	0.955091	0.909896
0.491602	0.000004	0.000405
0.513565	0.000045	0.021838
0.537725	0.000004	0.171693
0.530222	0.000000	0.352573
0.474956	0.000000	0.499847
0.446871	0.000005	0.618727
0.494632	0.031735	0.807694
0.461752	0.109460	0.903931
0.476062	0.205811	0.922224
0.525962	0.026939	0.005183
0.538727	0.025527	0.026676
0.543620	0.019446	0.165553
0.489348	0.004783	0.322963
0.460513	0.002773	0.476094
0.507601	0.036509	0.680972
0.490475	0.095352	0.820344
0.477757	0.185896	0.878650
0.519119	0.277896	0.909962
0.490608	0.199071	0.037379
0.514243	0.200356	0.039272
0.459597	0.191270	0.142495
0.389144	0.166603	0.245509
0.449954	0.182354	0.476987
0.447216	0.200969	0.637462
0.464379	0.254602	0.753020
0.498683	0.324300	0.876768
0.473395	0.351215	0.967486
0.427495	0.424353	0.023675
0.418837	0.397613	0.011451
0.302687	0.320215	0.170648
0.345306	0.361675	0.324414
0.405711	0.386410	0.413390
0.461731	0.410985	0.563155
0.475106	0.442341	0.743450
0.453716	0.445523	0.861037
0.419152	0.438692	0.924950
0.406006	0.553616	0.011142
0.364035	0.456987	0.152847
0.404195	0.493118	0.259140
0.416084	0.504704	0.345606
0.443621	0.551728	0.483552
0.452610	0.597232	0.573643
0.411286	0.591989	0.693470
0.385206	0.568618	0.793246
0.284409	0.522495	0.847272
0.332044	0.677445	0.036646
0.389875	0.750307	0.067516
0.388831	0.772104	0.143102
0.412982	0.763536	0.305089
0.467234	0.761677	0.499643
0.422427	0.784975	0.619844
0.378292	0.770656	0.720405
0.300085	0.724807	0.751131
0.328785	0.711328	0.819538
0.401789	0.902258	0.127327
0.418434	0.918670	0.151581
0.490203	0.910045	0.309229
0.541837	0.907440	0.463064
0.495098	0.913343	0.552426
0.448784	0.903850	0.647527
0.341364	0.856804	0.690040
0.338320	0.828740	0.769459
0.385672	0.885248	0.875971
0.465652	0.975042	0.259072
0.554904	0.971313	0.375473
0.582472	0.974992	0.446521
0.552870	0.974367	0.505279
0.503941	0.979038	0.568886
0.405432	0.950344	0.605211
0.374880	0.894860	0.666515
0.407875	0.934940	0.799227
0.419114	0.945963	0.876884
0.577356	0.986696	0.433234
0.607502	0.991904	0.457726
0.583748	0.993521	0.475061
0.519268	0.999115	0.485100
0.423901	0.998713	0.500907
0.404693	0.926485	0.561460
0.441814	0.963539	0.691425
0.443350	0.972036	0.781941
0.511592	0.969933	0.876649
0.726802	0.000022	0.000636
0.725987	0.000018	0.015707
0.712111	0.000028	0.110341
0.684546	0.000002	0.241901
0.617538	0.000020	0.340177
0.673277	0.000629	0.514401
0.675381	0.021329	0.642415
0.706267	0.092668	0.789052
0.719368	0.172429	0.901850
0.679332	0.013086	0.000034
0.660497	0.015067	0.004385
0.620956	0.013287	0.085141
0.583147	0.000302	0.285039
0.651646	0.006649	0.516749
0.659204	0.037348	0.681767
0.648189	0.084912	0.817217
0.625981	0.147182	0.915196
0.612903	0.218871	0.983415
0.660801	0.183299	0.000034
0.598757	0.157350	0.000851
0.576580	0.147016	0.115892
0.647944	0.188907	0.333662
0.668632	0.198900	0.542048
